root,verb_entry_id,entry_type,measure,status,meaning,current_past,current_present,current_imperative,qutrub_result,qutrub_future_type,qutrub_past,qutrub_present,qutrub_imperative,past_match,present_match,imperative_match,safe_corrections,qutrub_url
نول,نول-main,Main,VI,ai_draft,"taking, consuming",تَنَاوَلَ,يَتَنَاوَلُ,تَنَاوَلْ,unambiguous,فتحة,تَنَاوَلَ,يَتَنَاوَلُ,تَنَاوَلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَنَاوَلَ
حدث,حدث-main,Main,I,ai_draft,"happening, occurring",حَدَثَ,يَحْدُثُ,اُحْدُثْ,matched_existing_future_type,ضمة,حَدَثَ,يَحْدُثُ,اُحْدُثْ,True,True,True,,https://qutrub.arabeyes.org/?verb=حَدَثَ
حدث,حدث-csv-147,Variant,V,ai_draft,To speak,تحدّث,يتحدّث,تحدّث,unambiguous,فتحة,تَحَدَّثَ,يَتَحَدَّثُ,تَحَدَّثْ,False,False,False,past=تَحَدَّثَ; present=يَتَحَدَّثُ; imperative=تَحَدَّثْ,https://qutrub.arabeyes.org/?verb=تحدّث
حدث,حدث-csv-265,Variant,II,ai_draft,To speak,حدّث,يحدث,حدث,unambiguous,فتحة,حَدَّثَ,يُحَدِّثُ,حَدِّثْ,False,False,False,past=حَدَّثَ; present=يُحَدِّثُ; imperative=حَدِّثْ,https://qutrub.arabeyes.org/?verb=حدّث
عقد,عقد-main,Main,VIII,ai_draft,believing,اِعْتَقَدَ,يَعْتَقِدُ,اِعْتَقِدْ,unambiguous,فتحة,اِعْتَقَدَ,يَعْتَقِدُ,اِعْتَقِدْ,True,True,True,,https://qutrub.arabeyes.org/?verb=اِعْتَقَدَ
عقد,عقد-csv-504,Variant,II,ai_draft,To complicate,عقد,يعقد,عقد,ambiguous_future_type,,عَقَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عقد
تبع,تبع-main,Main,VIII,ai_draft,following,اِتَّبَعَ,يَتَّبِعُ,اِتَّبِعْ,unambiguous,فتحة,اِتَّبَعَ,يَتَّبِعُ,اِتَّبِعْ,True,True,True,,https://qutrub.arabeyes.org/?verb=اِتَّبَعَ
كفي,كفي-main,Main,I,ai_draft,"sufficing, being enough",كَفَى,يَكْفِي,اِكْفِ,matched_existing_future_type,كسرة,كَفَى,يَكْفِي,اِكْفِ,True,True,True,,https://qutrub.arabeyes.org/?verb=كَفَى
كفي,كفي-csv-188,Variant,VIII,ai_draft,"To be content with, to settle for",اكتفى,يكتفي,اكتف,unambiguous,فتحة,اِكْتَفَى,يَكْتَفِي,اِكْتَفِ,False,False,False,past=اِكْتَفَى; present=يَكْتَفِي; imperative=اِكْتَفِ,https://qutrub.arabeyes.org/?verb=اكتفى
قدم,قدم-main,Main,V,ai_draft,"progressing, advancing",تَقَدَّمَ,يَتَقَدَّمُ,تَقَدَّمْ,unambiguous,فتحة,تَقَدَّمَ,يَتَقَدَّمُ,تَقَدَّمْ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَقَدَّمَ
قدم,قدم-csv-87,Variant,II,ai_draft,To submit,قدّم,يقدم,قدم,unambiguous,فتحة,قَدَّمَ,يُقَدِّمُ,قَدِّمْ,False,False,False,past=قَدَّمَ; present=يُقَدِّمُ; imperative=قَدِّمْ,https://qutrub.arabeyes.org/?verb=قدّم
ضغط,ضغط-main,Main,I,ai_draft,"pressing, pressurising",ضَغَطَ,يَضْغَطُ,اِضْغَطْ,matched_existing_future_type,فتحة,ضَغَطَ,يَضْغَطُ,اِضْغَطْ,True,True,True,,https://qutrub.arabeyes.org/?verb=ضَغَطَ
حذر,حذر-main,Main,II,ai_draft,warning,حَذَّرَ,يُحَذِّرُ,حَذِّرْ,unambiguous,فتحة,حَذَّرَ,يُحَذِّرُ,حَذِّرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=حَذَّرَ
سرف,سرف-main,Main,IV,ai_draft,"wasting, being excessive",أَسْرَفَ,يُسْرِفُ,أَسْرِفْ,unambiguous,فتحة,أَسْرَفَ,يُسْرِفُ,أَسْرِفْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَسْرَفَ
موت,موت-main,Main,I,ai_draft,"death, dying",مَاتَ,يَمُوتُ,مُتْ,matched_existing_future_type,ضمة,مَاتَ,يَمُوتُ,مُتْ,True,True,True,,https://qutrub.arabeyes.org/?verb=مَاتَ
ربب,ربب-main,Main,I,ai_draft,"lordship, nurturing",رَبَّ,يَرُبُّ,رُبَّ,matched_existing_future_type,ضمة,رَبَّ,يَرُبُّ,اُرْبُبْ,True,True,False,imperative=اُرْبُبْ,https://qutrub.arabeyes.org/?verb=رَبَّ
رجو,رجو-main,Main,I,ai_draft,hoping,رَجَا,يَرْجُو,اُرْجُ,matched_existing_future_type,ضمة,رَجَا,يَرْجُو,اُرْجُ,True,True,True,,https://qutrub.arabeyes.org/?verb=رَجَا
توب,توب-main,Main,I,ai_draft,"turning back, repentance",تَابَ,يَتُوبُ,تُبْ,matched_existing_future_type,ضمة,تَابَ,يَتُوبُ,تُبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَابَ
جيء,جيء-main,Main,I,ai_draft,coming,جَاءَ,يَجِيءُ,جِئْ,ambiguous_future_type,,جَاءَ,,,True,,,,https://qutrub.arabeyes.org/?verb=جَاءَ
يمم,يمم-main,Main,V,ai_draft,dry ablution; aiming for,تَيَمَّمَ,يَتَيَمَّمُ,تَيَمَّمْ,unambiguous,فتحة,تَيَمَّمَ,يَتَيَمَّمُ,تَيَمَّمْ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَيَمَّمَ
نور,نور-main,Main,IV,ai_draft,light,أَنَارَ,يُنِيرُ,أَنِرْ,unambiguous,فتحة,أَنَارَ,يُنِيرُ,أَنِرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَنَارَ
شيء,شيء-main,Main,I,ai_draft,"will, wanting",شَاءَ,يَشَاءُ,شَأْ,matched_existing_future_type,فتحة,شَاءَ,يَشَاءُ,شِئْ,True,True,False,imperative=شِئْ,https://qutrub.arabeyes.org/?verb=شَاءَ
وقي,وقي-main,Main,VIII,ai_draft,guarding; God-consciousness,اِتَّقَى,يَتَّقِي,اِتَّقِ,unambiguous,فتحة,اِتَّقَى,يَتَّقِي,اِتَّقِ,True,True,True,,https://qutrub.arabeyes.org/?verb=اِتَّقَى
عذب,عذب-main,Main,II,ai_draft,"punishment, torment",عَذَّبَ,يُعَذِّبُ,عَذِّبْ,unambiguous,فتحة,عَذَّبَ,يُعَذِّبُ,عَذِّبْ,True,True,True,,https://qutrub.arabeyes.org/?verb=عَذَّبَ
سمو,سمو-main,Main,I,ai_draft,"loftiness, rising high",سَمَا,يَسْمُو,اُسْمُ,matched_existing_future_type,ضمة,سَمَا,يَسْمُو,اُسْمُ,True,True,True,,https://qutrub.arabeyes.org/?verb=سَمَا
مثل,مثل-main,Main,II,ai_draft,"likeness, parable",مَثَّلَ,يُمَثِّلُ,مَثِّلْ,unambiguous,فتحة,مَثَّلَ,يُمَثِّلُ,مَثِّلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=مَثَّلَ
نبأ,نبأ-main,Main,II,ai_draft,"news, informing",نَبَّأَ,يُنَبِّئُ,نَبِّئْ,unambiguous,فتحة,نَبَّأَ,يُنَبِّئُ,نَبِّئْ,True,True,True,,https://qutrub.arabeyes.org/?verb=نَبَّأَ
دنو,دنو-main,Main,I,ai_draft,"nearness, drawing near",دَنَا,يَدْنُو,اُدْنُ,matched_existing_future_type,ضمة,دَنَا,يَدْنُو,اُدْنُ,True,True,True,,https://qutrub.arabeyes.org/?verb=دَنَا
نذر,نذر-main,Main,IV,ai_draft,warning,أَنْذَرَ,يُنْذِرُ,أَنْذِرْ,unambiguous,فتحة,أَنْذَرَ,يُنْذِرُ,أَنْذِرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَنْذَرَ
عظم,عظم-main,Main,I,ai_draft,greatness,عَظُمَ,يَعْظُمُ,اُعْظُمْ,matched_existing_future_type,ضمة,عَظُمَ,يَعْظُمُ,اُعْظُمْ,True,True,True,,https://qutrub.arabeyes.org/?verb=عَظُمَ
بشر,بشر-main,Main,II,ai_draft,"glad tidings, human being",بَشَّرَ,يُبَشِّرُ,بَشِّرْ,unambiguous,فتحة,بَشَّرَ,يُبَشِّرُ,بَشِّرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=بَشَّرَ
عزز,عزز-main,Main,I,ai_draft,"might, honor",عَزَّ,يَعِزُّ,عِزَّ,matched_existing_future_type,كسرة,عَزَّ,يَعِزُّ,اِعْزِزْ,True,True,False,imperative=اِعْزِزْ,https://qutrub.arabeyes.org/?verb=عَزَّ
أذن,أذن-main,Main,I,ai_draft,permission,أَذِنَ,يَأْذَنُ,اِئْذَنْ,matched_existing_future_type,فتحة,أَذِنَ,يَأْذَنُ,اِئْذَنْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَذِنَ
دين,دين-main,Main,I,ai_draft,religion; debt,دَانَ,يَدِينُ,دِنْ,ambiguous_future_type,,دَانَ,,,True,,,,https://qutrub.arabeyes.org/?verb=دَانَ
وحي,وحي-main,Main,IV,ai_draft,revelation,أَوْحَى,يُوحِي,أَوْحِ,unambiguous,فتحة,أَوْحَى,يُوحِي,أَوْحِ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَوْحَى
وكل,وكل-main,Main,V,ai_draft,"trust, reliance",تَوَكَّلَ,يَتَوَكَّلُ,تَوَكَّلْ,unambiguous,فتحة,تَوَكَّلَ,يَتَوَكَّلُ,تَوَكَّلْ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَوَكَّلَ
تلو,تلو-main,Main,I,ai_draft,"reciting, following",تَلَا,يَتْلُو,اُتْلُ,matched_existing_future_type,ضمة,تَلَا,يَتْلُو,اُتْلُ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَلَا
زكو,زكو-main,Main,II,ai_draft,"purification, alms",زَكَّى,يُزَكِّي,زَكِّ,unambiguous,فتحة,زَكَّى,يُزَكِّي,زَكِّ,True,True,True,,https://qutrub.arabeyes.org/?verb=زَكَّى
فلح,فلح-main,Main,IV,ai_draft,"success, prosperity",أَفْلَحَ,يُفْلِحُ,أَفْلِحْ,unambiguous,فتحة,أَفْلَحَ,يُفْلِحُ,أَفْلِحْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَفْلَحَ
شكي,شكي-main,Main,VIII,ai_draft,"To complain, suffer from",اشتكى,يشتكي,اشتك,unambiguous,فتحة,اِشْتَكَى,يَشْتَكِي,اِشْتَكِ,False,False,False,past=اِشْتَكَى; present=يَشْتَكِي; imperative=اِشْتَكِ,https://qutrub.arabeyes.org/?verb=اشتكى
حوج,حوج-main,Main,VIII,ai_draft,To need,احتاج,يحتاج,احتج,unambiguous,فتحة,اِحْتَاجَ,يَحْتَاجُ,اِحْتَجْ,False,False,False,past=اِحْتَاجَ; present=يَحْتَاجُ; imperative=اِحْتَجْ,https://qutrub.arabeyes.org/?verb=احتاج
غمي,غمي-main,Main,IV,ai_draft,"To faint, to cause to faint",أغمي/أغمى,يغمى/يغمي,أغم,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=أغمي/أغمى
فوق,فوق-main,Main,IV,ai_draft,To recover consciousness,أفاق,يفيق,أفق,unambiguous,فتحة,أَفَاقَ,يُفِيقُ,أَفِقْ,False,False,False,past=أَفَاقَ; present=يُفِيقُ; imperative=أَفِقْ,https://qutrub.arabeyes.org/?verb=أفاق
غير,غير-main,Main,II,ai_draft,To change,غيّر,يغير,غير,unambiguous,فتحة,غَيَّرَ,يُغَيِّرُ,غَيِّرْ,False,False,False,past=غَيَّرَ; present=يُغَيِّرُ; imperative=غَيِّرْ,https://qutrub.arabeyes.org/?verb=غيّر
غير,غير-csv-62,Variant,V,ai_draft,To change,تغيّر,يتغيّر,تغيّر,unambiguous,فتحة,تَغَيَّرَ,يَتَغَيَّرُ,تَغَيَّرْ,False,False,False,past=تَغَيَّرَ; present=يَتَغَيَّرُ; imperative=تَغَيَّرْ,https://qutrub.arabeyes.org/?verb=تغيّر
قصد,قصد-main,Main,I,ai_draft,To intend,قصد,يقصد,اقصد,ambiguous_future_type,,قَصَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قصد
دعو,دعو-main,Main,I,ai_draft,"To call to, to invite",دعا,يدعو,ادع,ambiguous_future_type,,دَعَا,,,False,,,,https://qutrub.arabeyes.org/?verb=دعا
دعو,دعو-csv-281,Variant,VIII,ai_draft,To claim,ادّعى,يدّعي,ادّع,unambiguous,فتحة,اِدَّعَى,يَدَّعِي,اِدَّعِ,False,False,False,past=اِدَّعَى; present=يَدَّعِي; imperative=اِدَّعِ,https://qutrub.arabeyes.org/?verb=ادّعى
ندي,ندي-main,Main,III,ai_draft,To call,نادى,ينادي,ناد,unambiguous,فتحة,نَادَى,يُنَادِي,نَادِ,False,False,False,past=نَادَى; present=يُنَادِي; imperative=نَادِ,https://qutrub.arabeyes.org/?verb=نادى
نقش,نقش-main,Main,III,ai_draft,To discuss,ناقش,يناقش,ناقش,unambiguous,فتحة,نَاقَشَ,يُنَاقِشُ,نَاقِشْ,False,False,False,past=نَاقَشَ; present=يُنَاقِشُ; imperative=نَاقِشْ,https://qutrub.arabeyes.org/?verb=ناقش
نصب,نصب-main,Main,I,ai_draft,"To set up, erect",نصب,ينصب,انصب,ambiguous_future_type,,نَصَبَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نصب
صيد,صيد-main,Main,VIII,ai_draft,To hunt/to fish,اصطاد,يصطاد,اصطد,unambiguous,فتحة,اِصْطَادَ,يَصْطَادُ,اِصْطَدْ,False,False,False,past=اِصْطَادَ; present=يَصْطَادُ; imperative=اِصْطَدْ,https://qutrub.arabeyes.org/?verb=اصطاد
صيد,صيد-csv-233,Variant,I,ai_draft,"To hunt, shoot",صاد,يصيد,صد,ambiguous_future_type,,صَادَ,,,False,,,,https://qutrub.arabeyes.org/?verb=صاد
صور,صور-main,Main,II,ai_draft,To take a picture,صوّر,يصور,صور,unambiguous,فتحة,صَوَّرَ,يُصَوِّرُ,صَوِّرْ,False,False,False,past=صَوَّرَ; present=يُصَوِّرُ; imperative=صَوِّرْ,https://qutrub.arabeyes.org/?verb=صوّر
مشي,مشي-main,Main,I,ai_draft,To walk,مشى,يمشي,امش,ambiguous_future_type,,مَشَى,,,False,,,,https://qutrub.arabeyes.org/?verb=مشى
عدد,عدد-main,Main,IV,ai_draft,To prepare,أعدّ,يعدّ,أعدّ,unambiguous,فتحة,أَعَدَّ,يُعِدُّ,أَعْدِدْ,False,False,False,past=أَعَدَّ; present=يُعِدُّ; imperative=أَعْدِدْ,https://qutrub.arabeyes.org/?verb=أعدّ
عدد,عدد-csv-339,Variant,V,ai_draft,To be multifarious,تعدد,يتعدد,تعدد,unambiguous,فتحة,تَعْدَدَ,يُتَعْدِدُ,تَعْدِدْ,False,False,False,past=تَعْدَدَ; present=يُتَعْدِدُ; imperative=تَعْدِدْ,https://qutrub.arabeyes.org/?verb=تعدد
قلق,قلق-main,Main,I,ai_draft,To worry,قلق,يقلق,اقلق,ambiguous_future_type,,قَلَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قلق
نسب,نسب-main,Main,III,ai_draft,To be suitable,ناسب,يناسب,ناسب,unambiguous,فتحة,نَاسَبَ,يُنَاسِبُ,نَاسِبْ,False,False,False,past=نَاسَبَ; present=يُنَاسِبُ; imperative=نَاسِبْ,https://qutrub.arabeyes.org/?verb=ناسب
حقق,حقق-main,Main,II,ai_draft,"To accomplish, actualize, achieve",حقّق,يحقق,حقق,unambiguous,فتحة,حَقَّقَ,يُحَقِّقُ,حَقِّقْ,False,False,False,past=حَقَّقَ; present=يُحَقِّقُ; imperative=حَقِّقْ,https://qutrub.arabeyes.org/?verb=حقّق
حقق,حقق-csv-386,Variant,X,ai_draft,To deserve,استحق,يستحق,استحق,unambiguous,فتحة,اِسْتَحَقَ,يَسْتَحِقُ,اِسْتَحِقْ,False,False,False,past=اِسْتَحَقَ; present=يَسْتَحِقُ; imperative=اِسْتَحِقْ,https://qutrub.arabeyes.org/?verb=استحق
حقق,حقق-quranic-stative,Variant,I,ai_draft,"being true, being realized",حَقَّ,يَحِقُّ,حِقَّ,matched_existing_future_type,كسرة,حَقَّ,يَحِقُّ,اِحْقِقْ,True,True,False,imperative=اِحْقِقْ,https://qutrub.arabeyes.org/?verb=حَقَّ
عجز,عجز-main,Main,I,ai_draft,To be incapable of,عجز,يعجز,اعجز,ambiguous_future_type,,عَجَزَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عجز
حلل,حلل-main,Main,I,ai_draft,To solve,حلّ,يحلّ,حلّ,ambiguous_future_type,,حَلَّ,,,False,,,,https://qutrub.arabeyes.org/?verb=حلّ
حلل,حلل-csv-221,Variant,VIII,ai_draft,"To occupy, seize",احتلّ,يحتلّ,احتلّ,unambiguous,فتحة,اِحْتَلَّ,يَحْتَلُّ,اِحْتَلِلْ,False,False,False,past=اِحْتَلَّ; present=يَحْتَلُّ; imperative=اِحْتَلِلْ,https://qutrub.arabeyes.org/?verb=احتلّ
حلل,حلل-csv-330,Variant,IV,ai_draft,To make halal (lawful),أحل,يحل,أحل,ambiguous_future_type,,أَحَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=أحل
حلل,حلل-csv-376,Variant,VI,ai_draft,"To change, transition",تحول,يتحول,تحول,unambiguous,فتحة,تَحْوَلَ,يُتَحْوِلُ,تَحْوِلْ,False,False,False,past=تَحْوَلَ; present=يُتَحْوِلُ; imperative=تَحْوِلْ,https://qutrub.arabeyes.org/?verb=تحول
ثور,ثور-main,Main,I,ai_draft,To become agitated,ثار,يثور,ثر,ambiguous_future_type,,ثَارَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ثار
ثور,ثور-csv-236,Variant,IV,ai_draft,"To provoke, incite, instigate",أثار,يثير,أثر,unambiguous,فتحة,أَثَارَ,يُثِيرُ,أَثِرْ,False,False,False,past=أَثَارَ; present=يُثِيرُ; imperative=أَثِرْ,https://qutrub.arabeyes.org/?verb=أثار
حور,حور-main,Main,III,ai_draft,To converse,حاور,يحاور,حاور,unambiguous,فتحة,حَاوَرَ,يُحَاوِرُ,حَاوِرْ,False,False,False,past=حَاوَرَ; present=يُحَاوِرُ; imperative=حَاوِرْ,https://qutrub.arabeyes.org/?verb=حاور
عيش,عيش-main,Main,I,ai_draft,To live,عاش,يعيش,عش,ambiguous_future_type,,عَاشَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عاش
دري,دري-main,Main,I,ai_draft,To know,درى,يدري,ادر,ambiguous_future_type,,دَرَى,,,False,,,,https://qutrub.arabeyes.org/?verb=درى
همل,همل-main,Main,IV,ai_draft,To neglect,أهمل,يهمل,أهمل,unambiguous,فتحة,أَهْمَلَ,يُهْمِلُ,أَهْمِلْ,False,False,False,past=أَهْمَلَ; present=يُهْمِلُ; imperative=أَهْمِلْ,https://qutrub.arabeyes.org/?verb=أهمل
همم,همم-main,Main,VIII,ai_draft,"To take seriously, give importance to",اهتمّ,يهتمّ,اهتمّ,unambiguous,فتحة,اِهْتَمَّ,يَهْتَمُّ,اِهْتَمِمْ,False,False,False,past=اِهْتَمَّ; present=يَهْتَمُّ; imperative=اِهْتَمِمْ,https://qutrub.arabeyes.org/?verb=اهتمّ
ضمم,ضمم-main,Main,I,ai_draft,"To contain, consist of",ضمّ,يضمّ,ضمّ,ambiguous_future_type,,ضَمَّ,,,False,,,,https://qutrub.arabeyes.org/?verb=ضمّ
خفي,خفي-main,Main,VIII,ai_draft,To disappear,اختفى,يختفي,اختف,unambiguous,فتحة,اِخْتَفَى,يَخْتَفِي,اِخْتَفِ,False,False,False,past=اِخْتَفَى; present=يَخْتَفِي; imperative=اِخْتَفِ,https://qutrub.arabeyes.org/?verb=اختفى
خفي,خفي-csv-501,Variant,IV,ai_draft,To hide,أخفى,يخفي,أخف,unambiguous,فتحة,أَخْفَى,يُخْفِي,أَخْفِ,False,False,False,past=أَخْفَى; present=يُخْفِي; imperative=أَخْفِ,https://qutrub.arabeyes.org/?verb=أخفى
ضعف,ضعف-main,Main,I,ai_draft,To be weak,ضعف,يضعف,اضعف,ambiguous_future_type,,ضَعَفَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ضعف
ضعف,ضعف-csv-260,Variant,IV,ai_draft,To weaken,أضعف,يضعف,أضعف,unambiguous,فتحة,أَضْعَفَ,يُضْعِفُ,أَضْعِفْ,False,False,False,past=أَضْعَفَ; present=يُضْعِفُ; imperative=أَضْعِفْ,https://qutrub.arabeyes.org/?verb=أضعف
